category,character_id
absent_minded_professor,/m/0jy9q0
absent_minded_professor,/m/02vchl3
absent_minded_professor,/m/0k6fkc
absent_minded_professor,/m/0k6_br
absent_minded_professor,/m/0k3rhh
adventurer_archaeologist,/m/0jzx78
adventurer_archaeologist,/m/0k294p
adventurer_archaeologist,/m/0jzx9b
adventurer_archaeologist,/m/0k5yzc
arrogant_kungfu_guy,/m/02vd8hn
arrogant_kungfu_guy,/m/0k5jyf
arrogant_kungfu_guy,/m/0jwv09
arrogant_kungfu_guy,/m/0gz3h92
arrogant_kungfu_guy,/m/0k2n0d
arrogant_kungfu_guy,/m/0k2n56
arrogant_kungfu_guy,/m/052dfd5
arrogant_kungfu_guy,/m/02214xq
arrogant_kungfu_guy,/m/02sg5ry
big_man_on_campus,/m/02vbkvz
big_man_on_campus,/m/0j_6gm
big_man_on_campus,/m/02vc983
big_man_on_campus,/m/0k14rv
big_man_on_campus,/m/02vdf9d
big_man_on_campus,/m/0jzdys
big_man_on_campus,/m/03jsnmf
bounty_hunter,/m/0jybsq
bounty_hunter,/m/0k61jr
bounty_hunter,/m/06wh7_d
bounty_hunter,/m/0k6bqx
bounty_hunter,/m/0jvhbm
bounty_hunter,/m/02vbtgt
bounty_hunter,/m/0k0n9r
bounty_hunter,/m/0772tb3
bounty_hunter,/m/0k4qdz
bounty_hunter,/m/03jsm0f
brainless_beauty,/m/04dddz5
brainless_beauty,/m/02tbdw7
brainless_beauty,/m/02vdf9d
brainless_beauty,/m/04dgw4t
brainless_beauty,/m/03lvf22
brainless_beauty,/m/0gc3g1p
brainless_beauty,/m/0k4k_5
brainless_beauty,/m/0k2q15
brainless_beauty,/m/0jvy0r
brainless_beauty,/m/0b3trzf
brainless_beauty,/m/0cg2m9s
brainless_beauty,/m/0jzvtp
broken_bird,/m/0j_wlm
broken_bird,/m/04q4dng
broken_bird,/m/0jwrqb
broken_bird,/m/02tbbww
broken_bird,/m/0cccx3m
bromantic_foil,/m/0jwj18
bromantic_foil,/m/09vvrb_
bromantic_foil,/m/07ldy8x
bromantic_foil,/m/05ckj7h
bromantic_foil,/m/0k35nb
bruiser_with_a_soft_center,/m/0jzb66
bruiser_with_a_soft_center,/m/0hcfdd1
bruiser_with_a_soft_center,/m/02hw79s
bully,/m/0jty60
bully,/m/0jsprx
bully,/m/0k592n
byronic_hero,/m/0k28_g
byronic_hero,/m/02hw79s
byronic_hero,/m/0k43s9
byronic_hero,/m/02sg5ry
byronic_hero,/m/0jz0wk
byronic_hero,/m/02vczvr
byronic_hero,/m/0667g_f
byronic_hero,/m/0k7ckp
byronic_hero,/m/0h5m_9x
byronic_hero,/m/0jxftx
byronic_hero,/m/0k1xxm
byronic_hero,/m/0k5ptk
byronic_hero,/m/0k65k8
byronic_hero,/m/0j1__hv
byronic_hero,/m/0855mjk
byronic_hero,/m/0k3tt_
byronic_hero,/m/0jynbm
casanova,/m/0jw4mw
casanova,/m/0j_flm
casanova,/m/0j1__hv
casanova,/m/0dkcy1f
casanova,/m/0k5ptk
casanova,/m/02vch3p
casanova,/m/0cf_wtd
chanteuse,/m/02wszk9
chanteuse,/m/0k5wls
chanteuse,/m/0k50tl
chanteuse,/m/0k3j8v
chanteuse,/m/0jvlc4
chanteuse,/m/0k3w12
charmer,/m/02hw79s
charmer,/m/0k3r1_
charmer,/m/0k1xxm
charmer,/m/0jw5pq
charmer,/m/04hv61w
charmer,/m/07sl05m
charmer,/m/0k6g86
child_prodigy,/m/02sg5rn
child_prodigy,/m/0k2ckt
classy_cat_burglar,/m/02vbgd1
consummate_professional,/m/0k6r5t
consummate_professional,/m/0k5wz1
consummate_professional,/m/0k4kdl
consummate_professional,/m/0jw4vx
corrupt_corporate_executive,/m/0k2m8v
corrupt_corporate_executive,/m/0k1xyw
corrupt_corporate_executive,/m/0k1xwx
corrupt_corporate_executive,/m/02xl2ny
corrupt_corporate_executive,/m/0jt8n6
corrupt_corporate_executive,/m/0jwcjw
corrupt_corporate_executive,/m/0jy24c
corrupt_corporate_executive,/m/0jwz5q
corrupt_corporate_executive,/m/0k81j_
corrupt_corporate_executive,/m/0jz33w
corrupt_corporate_executive,/m/0jzmfp
corrupt_corporate_executive,/m/0j_11c
corrupt_corporate_executive,/m/03jqz37
corrupt_corporate_executive,/m/0k2w67
corrupt_corporate_executive,/m/0gyjwgg
corrupt_corporate_executive,/m/0h5q191
corrupt_corporate_executive,/m/0k7cbx
corrupt_corporate_executive,/m/03kyztz
corrupt_corporate_executive,/m/08cwjsb
corrupt_corporate_executive,/m/02vclwl
corrupt_corporate_executive,/m/02vbk_v
corrupt_corporate_executive,/m/0cgn58l
corrupt_corporate_executive,/m/0k2mmy
coward,/m/03jskk3
coward,/m/0cc_884
coward,/m/0k1xxm
coward,/m/0jt8n6
coward,/m/0cg418l
coward,/m/040qvsz
crazy_jealous_guy,/m/0k28_g
crazy_jealous_guy,/m/02vct43
crazy_jealous_guy,/m/0k86mc
crazy_jealous_guy,/m/0k63tb
crazy_jealous_guy,/m/0jwy3x
crazy_jealous_guy,/m/0jsqxv
crazy_jealous_guy,/m/0k69_1
crazy_jealous_guy,/m/0jy3_h
crazy_jealous_guy,/m/0j_n0t
crazy_jealous_guy,/m/02_8_nx
crazy_jealous_guy,/m/0k3ddh
crazy_jealous_guy,/m/0jw4vx
crazy_jealous_guy,/m/0jyytb
crazy_jealous_guy,/m/0jvqzw
crazy_jealous_guy,/m/0k7gxk
crazy_jealous_guy,/m/0k0vyn
crazy_jealous_guy,/m/0j_fvv
crazy_jealous_guy,/m/0g9k2p6
crazy_jealous_guy,/m/0jysmq
crazy_jealous_guy,/m/0hgc9dq
crazy_jealous_guy,/m/021_h9h
crazy_jealous_guy,/m/0850_tx
crazy_jealous_guy,/m/0jx7qr
crazy_jealous_guy,/m/0jsw40
crazy_jealous_guy,/m/0k4_tz
crazy_survivalist,/m/0k7w6s
crazy_survivalist,/m/05nv915
crazy_survivalist,/m/0b7n5zy
cultured_badass,/m/02hw79s
cultured_badass,/m/0dkcy1f
cultured_badass,/m/04601vx
cultured_badass,/m/02tb9_v
cultured_badass,/m/0k6g86
cultured_badass,/m/0jyr6h
cultured_badass,/m/0jxwqx
cultured_badass,/m/0k66rt
dean_bitterman,/m/0k4l6b
dean_bitterman,/m/0jy52w
dean_bitterman,/m/0jx21w
dean_bitterman,/m/0k60j5
dirty_cop,/m/0k79b3
dirty_cop,/m/0jzyzv
dirty_cop,/m/0k4xjq
dirty_cop,/m/0k78gf
dirty_cop,/m/02vcq3r
dirty_cop,/m/02tb650
dirty_cop,/m/0jtz28
ditz,/m/0jwjsy
ditz,/m/0jygqg
ditz,/m/0ghdkxh
